Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha)
44,2009,1,Andhra Pradesh,Srikakulam,206.09,0,9.52,15.32,0
44,2010,1,Andhra Pradesh,Srikakulam,243.78,0,9.385,19.105,0
44,2011,1,Andhra Pradesh,Srikakulam,239.225,0,8.265,22.735,0
44,2012,1,Andhra Pradesh,Srikakulam,240.65,0,8.3,22.625,0
44,2013,1,Andhra Pradesh,Srikakulam,230.095,0,7.26,23.095,0
44,2014,1,Andhra Pradesh,Srikakulam,240.64,0,5.865,23.315,0
44,2015,1,Andhra Pradesh,Srikakulam,239.515,0,4.975,21.51,0
44,2016,1,Andhra Pradesh,Srikakulam,238.085,0,4.625,19.62,0
44,2017,1,Andhra Pradesh,Srikakulam,247.645,0,5.905,19.315,0.145
44,2018,1,Andhra Pradesh,Srikakulam,245.672,0,4.872,19.901,0.114
44,2019,1,Andhra Pradesh,Srikakulam,251.276,0,4.061,15.982,0
44,2020,1,Andhra Pradesh,Srikakulam,243.166,0,5.345,10.405,0
45,1966,1,Andhra Pradesh,Visakhapatnam,127.3,0,0.6,15.3,0
45,1967,1,Andhra Pradesh,Visakhapatnam,135.6,0,0.2,16.3,0
45,1968,1,Andhra Pradesh,Visakhapatnam,107,0,0.1,18.2,0
45,1969,1,Andhra Pradesh,Visakhapatnam,157.9,0,0,18.5,0
45,1970,1,Andhra Pradesh,Visakhapatnam,164.6,0.1,0.2,17.6,0
45,1971,1,Andhra Pradesh,Visakhapatnam,160.3,0,0.3,18.2,0
45,1972,1,Andhra Pradesh,Visakhapatnam,128.9,0,0.1,18.3,0
45,1973,1,Andhra Pradesh,Visakhapatnam,97.3,0,0.1,21.1,0
45,1974,1,Andhra Pradesh,Visakhapatnam,126.2,0,1,23.7,0
45,1975,1,Andhra Pradesh,Visakhapatnam,153.8,0,0.8,21.5,0.1
45,1976,1,Andhra Pradesh,Visakhapatnam,119.7,0,0.9,21.3,0
45,1977,1,Andhra Pradesh,Visakhapatnam,137.2,0,1.4,23.6,0.1
45,1978,1,Andhra Pradesh,Visakhapatnam,144.9,0,0.7,22.1,0.1
45,1979,1,Andhra Pradesh,Visakhapatnam,135,1,0.4,21.2,0
45,1980,1,Andhra Pradesh,Visakhapatnam,147.6,0,0.5,22.7,0
45,1981,1,Andhra Pradesh,Visakhapatnam,141,0,0.7,25.8,0
45,1982,1,Andhra Pradesh,Visakhapatnam,112,0,2.3,25.6,0
45,1983,1,Andhra Pradesh,Visakhapatnam,147.7,0,2.4,24.5,0
45,1984,1,Andhra Pradesh,Visakhapatnam,139.2,0,2,25.2,0
45,1985,1,Andhra Pradesh,Visakhapatnam,111.2,0,3.2,26.9,0
45,1986,1,Andhra Pradesh,Visakhapatnam,151.7,0,4.7,27.4,0
45,1987,1,Andhra Pradesh,Visakhapatnam,74.5,0,5.9,29.5,0
45,1988,1,Andhra Pradesh,Visakhapatnam,146.4,0,5.5,33.9,0
45,1989,1,Andhra Pradesh,Visakhapatnam,149,0,5,34,0.2
45,1990,1,Andhra Pradesh,Visakhapatnam,154.505,0,5.515,33.035,0.035
45,1991,1,Andhra Pradesh,Visakhapatnam,139.47,0,6.665,34.725,0.045
45,1992,1,Andhra Pradesh,Visakhapatnam,150.605,0,7.06,56.215,0.04
45,1993,1,Andhra Pradesh,Visakhapatnam,119.845,0,6.06,58.15,0.03
45,1994,1,Andhra Pradesh,Visakhapatnam,135.975,0,5.965,62.8,0.1
45,1995,1,Andhra Pradesh,Visakhapatnam,151.02,0,7.075,62.79,0.19
45,1996,1,Andhra Pradesh,Visakhapatnam,150.7,0,6.46,61.295,0.3
45,1997,1,Andhra Pradesh,Visakhapatnam,135.785,0,6.505,59.03,0.045
45,1998,1,Andhra Pradesh,Visakhapatnam,153.785,0,6.93,59.72,0
45,1999,1,Andhra Pradesh,Visakhapatnam,142.145,0,5.29,55.94,0
45,2000,1,Andhra Pradesh,Visakhapatnam,150.145,0,4.57,55.955,0
45,2001,1,Andhra Pradesh,Visakhapatnam,115.12,0,4.555,52.4,0
45,2002,1,Andhra Pradesh,Visakhapatnam,83.49,0,2.295,52.985,0
45,2003,1,Andhra Pradesh,Visakhapatnam,112.355,0,3.725,53.27,0
45,2004,1,Andhra Pradesh,Visakhapatnam,128.22,0,2.7,58.345,0
45,2005,1,Andhra Pradesh,Visakhapatnam,106.67,0,2.815,58.63,0
45,2006,1,Andhra Pradesh,Visakhapatnam,123.38,0,2.815,63.805,0
45,2007,1,Andhra Pradesh,Visakhapatnam,132.215,0,2.84,62.85,0
45,2008,1,Andhra Pradesh,Visakhapatnam,137.41,0,2.805,57.545,0
45,2009,1,Andhra Pradesh,Visakhapatnam,94.38,0,3.06,54.86,0
45,2010,1,Andhra Pradesh,Visakhapatnam,154.08,0,2.695,63.875,0
45,2011,1,Andhra Pradesh,Visakhapatnam,143.375,0,1.985,60.355,0
45,2012,1,Andhra Pradesh,Visakhapatnam,140.57,0,1.88,65.345,0
45,2013,1,Andhra Pradesh,Visakhapatnam,136.685,0,1.95,66.605,0
45,2014,1,Andhra Pradesh,Visakhapatnam,142.95,0,1.695,64.635,0
45,2015,1,Andhra Pradesh,Visakhapatnam,145.105,0,1.455,56.25,0
45,2016,1,Andhra Pradesh,Visakhapatnam,147.865,0,1.285,50.89,0
45,2017,1,Andhra Pradesh,Visakhapatnam,150.905,0,1.145,54.065,0.145
45,2018,1,Andhra Pradesh,Visakhapatnam,142.949,0,0.938,49.008,0.112
45,2019,1,Andhra Pradesh,Visakhapatnam,145.215,0,0.774,42.403,0
45,2020,1,Andhra Pradesh,Visakhapatnam,142.23,0,1.078,27.965,0
46,1966,1,Andhra Pradesh,East Godavari,299.5,0,1.1,10.7,0
46,1967,1,Andhra Pradesh,East Godavari,312.5,0,0.9,11.3,0
46,1968,1,Andhra Pradesh,East Godavari,257.4,0,0.7,17.7,0
46,1969,1,Andhra Pradesh,East Godavari,318.3,0,0.2,19.7,0
46,1970,1,Andhra Pradesh,East Godavari,320.2,0,0.2,15,0
46,1971,1,Andhra Pradesh,East Godavari,315.9,0,0.4,15.1,0
46,1972,1,Andhra Pradesh,East Godavari,289.3,0,0.3,18.4,0
46,1973,1,Andhra Pradesh,East Godavari,295.5,0,1.4,24.4,0
46,1974,1,Andhra Pradesh,East Godavari,316.1,0,1.4,24.1,0.1
46,1975,1,Andhra Pradesh,East Godavari,328.1,0,0.5,19.6,0.1
46,1976,1,Andhra Pradesh,East Godavari,260.7,0,0.6,19.4,0
46,1977,1,Andhra Pradesh,East Godavari,330.8,0,0.6,19.9,0.1
46,1978,1,Andhra Pradesh,East Godavari,351.8,0,0.7,14.3,0.1
46,1979,1,Andhra Pradesh,East Godavari,314,0,0.7,12.4,0.6
46,1980,1,Andhra Pradesh,East Godavari,349.4,0,1.4,14.3,0
46,1981,1,Andhra Pradesh,East Godavari,360.5,0,1.4,20.2,0
46,1982,1,Andhra Pradesh,East Godavari,353.1,0,1,16.8,0
46,1983,1,Andhra Pradesh,East Godavari,398.8,0,1.3,12.4,0
46,1984,1,Andhra Pradesh,East Godavari,347,0,1.5,12.3,0.1
46,1985,1,Andhra Pradesh,East Godavari,360.1,0,1,12.6,0
46,1986,1,Andhra Pradesh,East Godavari,381.1,0,1.1,14.3,0
46,1987,1,Andhra Pradesh,East Godavari,378.2,0,1.6,14.5,0
46,1988,1,Andhra Pradesh,East Godavari,403.1,0,2.8,12,0.2
46,1989,1,Andhra Pradesh,East Godavari,405,0,2,12.7,1.3
46,1990,1,Andhra Pradesh,East Godavari,357.6,0,1.05,13.04,0.16
46,1991,1,Andhra Pradesh,East Godavari,355.92,0,2.59,15.26,0.27
46,1992,1,Andhra Pradesh,East Godavari,336.87,0,1.59,17.97,0.12
46,1993,1,Andhra Pradesh,East Godavari,380.5,0,0.92,19.59,0.03
46,1994,1,Andhra Pradesh,East Godavari,379.9,0,0.95,22.61,0.04
46,1995,1,Andhra Pradesh,East Godavari,397.35,0,0.86,20.66,0.09
46,1996,1,Andhra Pradesh,East Godavari,401.44,0,1.02,23.91,0.09
46,1997,1,Andhra Pradesh,East Godavari,361.39,0,0.79,23.09,0.02
46,1998,1,Andhra Pradesh,East Godavari,393.81,0,0.92,23.82,0
46,1999,1,Andhra Pradesh,East Godavari,389.98,0,0.55,21.66,0.01
46,2000,1,Andhra Pradesh,East Godavari,396.87,0,0.25,21.47,0.03
46,2001,1,Andhra Pradesh,East Godavari,376.68,0,0.11,20.83,0.09
46,2002,1,Andhra Pradesh,East Godavari,295.29,0,0.19,24.6,0
46,2003,1,Andhra Pradesh,East Godavari,387.49,0,0.24,25.24,0
46,2004,1,Andhra Pradesh,East Godavari,377.32,0,0.16,26.56,0.05
46,2005,1,Andhra Pradesh,East Godavari,380.4,0,0.28,31.23,0.07
46,2006,1,Andhra Pradesh,East Godavari,387.7,0,0.25,33.35,0
46,2007,1,Andhra Pradesh,East Godavari,400.52,0,0.15,31.36,0
46,2008,1,Andhra Pradesh,East Godavari,400.79,0,0.1,28.36,0.01
46,2009,1,Andhra Pradesh,East Godavari,303.19,0,0.12,23.07,0
46,2010,1,Andhra Pradesh,East Godavari,403.08,0,0.26,24.66,0
46,2011,1,Andhra Pradesh,East Godavari,331.37,0,0.21,24.99,0.03
46,2012,1,Andhra Pradesh,East Godavari,394.93,0,0.05,25.81,0.02
46,2013,1,Andhra Pradesh,East Godavari,398.4,0,0.03,24.56,0.44
46,2014,1,Andhra Pradesh,East Godavari,384.96,0,0.17,23.19,0.39
46,2015,1,Andhra Pradesh,East Godavari,369.55,0,0.14,21.61,0.13
46,2016,1,Andhra Pradesh,East Godavari,372.49,0,0.13,19.63,0.08
46,2017,1,Andhra Pradesh,East Godavari,375.58,0,0.06,19.6,0.02
46,2018,1,Andhra Pradesh,East Godavari,373.834,0,0.048,17.916,0.021
46,2019,1,Andhra Pradesh,East Godavari,377.238,0,0.052,11.511,0
46,2020,1,Andhra Pradesh,East Godavari,388.034,0,0.156,2.729,0
47,1966,1,Andhra Pradesh,West Godavari,338.9,0,5.4,21.1,0.1
47,1967,1,Andhra Pradesh,West Godavari,357.8,0,4.5,22.9,0.1
47,1968,1,Andhra Pradesh,West Godavari,325.2,0,2.7,29,0.2
47,1969,1,Andhra Pradesh,West Godavari,364.2,0,2.2,35.2,0
47,1970,1,Andhra Pradesh,West Godavari,370.5,0,2.1,20.2,0.3
47,1971,1,Andhra Pradesh,West Godavari,341.1,0,2.7,19.4,1.1
47,1972,1,Andhra Pradesh,West Godavari,340,0,2.1,23.6,0.3
47,1973,1,Andhra Pradesh,West Godavari,355.7,0,3.6,34.1,0.3
47,1974,1,Andhra Pradesh,West Godavari,367.6,0,5.2,32.4,0.8
47,1975,1,Andhra Pradesh,West Godavari,397.9,0,1.6,24.6,0.1
47,1976,1,Andhra Pradesh,West Godavari,306.5,0,2.6,23.8,0.2
47,1977,1,Andhra Pradesh,West Godavari,402.5,0,3.3,24.8,0.2
47,1978,1,Andhra Pradesh,West Godavari,421,0,3.6,20.7,0.1
47,1979,1,Andhra Pradesh,West Godavari,361,0,1.8,15.9,0.1
47,1980,1,Andhra Pradesh,West Godavari,413.4,0,3.2,19.4,0.1
47,1981,1,Andhra Pradesh,West Godavari,425.6,0,3.7,26,0.1
47,1982,1,Andhra Pradesh,West Godavari,437.8,0,3.4,22,0.1
47,1983,1,Andhra Pradesh,West Godavari,461.1,0,4.2,16.9,0.1
47,1984,1,Andhra Pradesh,West Godavari,434.5,0,5.3,17.1,0.3
47,1985,1,Andhra Pradesh,West Godavari,455.8,0,5.1,19.7,0.2
47,1986,1,Andhra Pradesh,West Godavari,471.1,0,4.4,22.2,0.2
47,1987,1,Andhra Pradesh,West Godavari,448.4,0,5.1,24.1,0.5
47,1988,1,Andhra Pradesh,West Godavari,482.9,0,4.6,24.2,0.8
47,1989,1,Andhra Pradesh,West Godavari,486.8,0,4.9,22.9,0.2
47,1990,1,Andhra Pradesh,West Godavari,431.9,0,5.49,24.66,1.05
47,1991,1,Andhra Pradesh,West Godavari,390.48,0,5.2,30.24,0.58
47,1992,1,Andhra Pradesh,West Godavari,440.49,0,6.42,37.54,0.39
47,1993,1,Andhra Pradesh,West Godavari,420.83,0,5.99,36.62,0.46
47,1994,1,Andhra Pradesh,West Godavari,458.17,0,5.31,53.33,0.9
47,1995,1,Andhra Pradesh,West Godavari,465.1,0,6.16,52.69,1.37
47,1996,1,Andhra Pradesh,West Godavari,464.09,0,6.16,53.43,1.44
47,1997,1,Andhra Pradesh,West Godavari,439.14,0,4,53.28,0.69
47,1998,1,Andhra Pradesh,West Godavari,452.06,0,4.42,56.31,0.61
47,1999,1,Andhra Pradesh,West Godavari,456.05,0,2.88,58.55,0.41
47,2000,1,Andhra Pradesh,West Godavari,464.57,0,3.72,62.22,0.35
47,2001,1,Andhra Pradesh,West Godavari,412.02,0,2.91,63.7,0.42
47,2002,1,Andhra Pradesh,West Godavari,330.55,0,2.35,61.86,0.24
47,2003,1,Andhra Pradesh,West Godavari,407.13,0,3,62.27,0.78
47,2004,1,Andhra Pradesh,West Godavari,416.8,0,3.82,66.85,2.14
47,2005,1,Andhra Pradesh,West Godavari,443.03,0,4.29,66.14,3.59
47,2006,1,Andhra Pradesh,West Godavari,431.79,0,4.7,67.83,1.25
47,2007,1,Andhra Pradesh,West Godavari,442.09,0,5.76,62.89,1.91
47,2008,1,Andhra Pradesh,West Godavari,447.02,0,10.51,52.9,2.04
47,2009,1,Andhra Pradesh,West Godavari,328.58,0,6.16,43.1,1.8
47,2010,1,Andhra Pradesh,West Godavari,455.69,0,5.86,52.85,2.09
47,2011,1,Andhra Pradesh,West Godavari,360.94,0,6.39,50.46,3.01
47,2012,1,Andhra Pradesh,West Godavari,421.04,0,6.42,43.01,4.02
47,2013,1,Andhra Pradesh,West Godavari,419.08,0,4.31,42.29,3.96
47,2014,1,Andhra Pradesh,West Godavari,407.03,0,2.34,33.66,2.18
47,2015,1,Andhra Pradesh,West Godavari,401.83,0,3.66,24.48,1.76
47,2016,1,Andhra Pradesh,West Godavari,398.3,0,4.08,17.55,0.7
47,2017,1,Andhra Pradesh,West Godavari,392.44,0.01,2.55,17.63,0.6
47,2018,1,Andhra Pradesh,West Godavari,395.115,0,2.054,18.09,0.682
47,2019,1,Andhra Pradesh,West Godavari,393.45,0,2.15,11.854,0.62
47,2020,1,Andhra Pradesh,West Godavari,413.32,0.002,1.986,4.817,0.893
48,1966,1,Andhra Pradesh,Krishna,369.4,0,8.4,7.4,5
48,1967,1,Andhra Pradesh,Krishna,396.5,0,6.1,8.7,5.7
48,1968,1,Andhra Pradesh,Krishna,381.3,0,2.5,9.6,1.9
48,1969,1,Andhra Pradesh,Krishna,375.3,0,4.3,11.5,1.7
48,1970,1,Andhra Pradesh,Krishna,346,0,4.7,10.4,3.6
48,1971,1,Andhra Pradesh,Krishna,344.8,0,7,8.7,6.7
48,1972,1,Andhra Pradesh,Krishna,298.2,0,4.5,11.9,2.4
48,1973,1,Andhra Pradesh,Krishna,318.7,0,7.6,14.2,1.9
48,1974,1,Andhra Pradesh,Krishna,366.6,0,7.3,14.4,2.1
48,1975,1,Andhra Pradesh,Krishna,359,0,6.6,15.4,0.6
48,1976,1,Andhra Pradesh,Krishna,364,0,6,16.4,0.9
48,1977,1,Andhra Pradesh,Krishna,382.4,0,6.2,17,1
48,1978,1,Andhra Pradesh,Krishna,366.3,0,5.3,14,0.4
48,1979,1,Andhra Pradesh,Krishna,328,0,8.4,9.5,0.7
48,1980,1,Andhra Pradesh,Krishna,398,0,5,14.8,0.4
48,1981,1,Andhra Pradesh,Krishna,358.8,0,8,18.4,0.5
48,1982,1,Andhra Pradesh,Krishna,397.2,0,7.7,20.3,0.4
48,1983,1,Andhra Pradesh,Krishna,424.9,0,10.1,12.5,0.9
48,1984,1,Andhra Pradesh,Krishna,376.9,0,11.2,10.7,4.5
48,1985,1,Andhra Pradesh,Krishna,382.9,0,7.5,15.3,2
48,1986,1,Andhra Pradesh,Krishna,402.9,0,7.4,11.1,0.8
48,1987,1,Andhra Pradesh,Krishna,373.1,0,10.1,13.8,0.3
48,1988,1,Andhra Pradesh,Krishna,418.1,0,9,13.7,1.7
48,1989,1,Andhra Pradesh,Krishna,425.8,0,9.1,12.7,0.2
48,1990,1,Andhra Pradesh,Krishna,376.88,0,12.93,13.47,0.06
48,1991,1,Andhra Pradesh,Krishna,373.94,0,12.51,16.42,0.01
48,1992,1,Andhra Pradesh,Krishna,400.35,0,8.61,28.07,0.34
48,1993,1,Andhra Pradesh,Krishna,370.19,0,9.62,33.15,0.38
48,1994,1,Andhra Pradesh,Krishna,395.8,0,8.18,38.34,0.34
48,1995,1,Andhra Pradesh,Krishna,366.62,0,5.96,35.66,0.13
48,1996,1,Andhra Pradesh,Krishna,389.35,0,5.88,30.44,0.09
48,1997,1,Andhra Pradesh,Krishna,373.59,0,6.33,30.54,0.11
48,1998,1,Andhra Pradesh,Krishna,414.5,0,5.63,32.1,0.12
48,1999,1,Andhra Pradesh,Krishna,405.31,0,5.2,27.05,0.08
48,2000,1,Andhra Pradesh,Krishna,392.93,0,4.33,22.47,0.11
48,2001,1,Andhra Pradesh,Krishna,343.1,0,2.79,24.02,0.13
48,2002,1,Andhra Pradesh,Krishna,244.62,0,1.41,30.82,0.17
48,2003,1,Andhra Pradesh,Krishna,229.41,0,4.01,34.4,0.17
48,2004,1,Andhra Pradesh,Krishna,254.91,0,3.97,39.28,1.12
48,2005,1,Andhra Pradesh,Krishna,358.92,0,2.82,43.11,1.38
48,2006,1,Andhra Pradesh,Krishna,346.05,0,3.22,37.8,1.35
48,2007,1,Andhra Pradesh,Krishna,354.82,0,4.26,27.77,1.28
48,2008,1,Andhra Pradesh,Krishna,394.53,0,3.22,20.85,2.81
48,2009,1,Andhra Pradesh,Krishna,336.64,0,2.24,21.57,1.37
48,2010,1,Andhra Pradesh,Krishna,355.16,0,1.63,30.93,1.03
48,2011,1,Andhra Pradesh,Krishna,271.71,0,2.14,30.36,2.32
48,2012,1,Andhra Pradesh,Krishna,264.18,0,2.42,30.76,0.5
48,2013,1,Andhra Pradesh,Krishna,363.32,0,1.76,32.7,0.5
48,2014,1,Andhra Pradesh,Krishna,288.04,0,0.81,31.26,0.01
48,2015,1,Andhra Pradesh,Krishna,220.68,0,0.63,24.57,0.01
48,2016,1,Andhra Pradesh,Krishna,231.41,0,0.28,20.75,0
48,2017,1,Andhra Pradesh,Krishna,258.73,0,0.47,23.26,0.11
48,2018,1,Andhra Pradesh,Krishna,274.014,0,0.329,22.733,0
48,2019,1,Andhra Pradesh,Krishna,315.036,0,0.29,13.632,0
48,2020,1,Andhra Pradesh,Krishna,338.617,0,0.274,8.988,2.262
49,1966,1,Andhra Pradesh,Guntur,242.3,0,1.2,1.6,1.7
49,1967,1,Andhra Pradesh,Guntur,260.3,0,8.1,0.9,1.3
49,1968,1,Andhra Pradesh,Guntur,296.1,0.2,32,3.5,5.8
49,1969,1,Andhra Pradesh,Guntur,257,0,33.4,3.4,5.1
49,1970,1,Andhra Pradesh,Guntur,305.8,0,38,3,6.3
49,1971,1,Andhra Pradesh,Guntur,319.9,0,38.5,2.7,19
49,1972,1,Andhra Pradesh,Guntur,274.7,0,11.6,3.1,6.3
49,1973,1,Andhra Pradesh,Guntur,304.6,0,16.8,3.2,8.9
49,1974,1,Andhra Pradesh,Guntur,412.4,0,22.6,5.2,23.6
49,1975,1,Andhra Pradesh,Guntur,354,0,14,4.1,6.2
49,1976,1,Andhra Pradesh,Guntur,360.6,0,5.9,5,13.4
49,1977,1,Andhra Pradesh,Guntur,425.2,0,7.3,5.5,9.8
49,1978,1,Andhra Pradesh,Guntur,343.1,0,8.7,4.1,2.3
49,1979,1,Andhra Pradesh,Guntur,351,0,7.6,3.3,3.7
49,1980,1,Andhra Pradesh,Guntur,367.5,0,8.1,3.8,4.5
49,1981,1,Andhra Pradesh,Guntur,360,0,11.5,6.7,4.2
49,1982,1,Andhra Pradesh,Guntur,346.6,0,15.2,4.7,5
49,1983,1,Andhra Pradesh,Guntur,366.9,0,20.3,3.5,13.4
49,1984,1,Andhra Pradesh,Guntur,341.2,0,25.3,3.4,42.6
49,1985,1,Andhra Pradesh,Guntur,337.7,0,8.3,3.1,21.7
49,1986,1,Andhra Pradesh,Guntur,345,0,11.1,3.9,14
49,1987,1,Andhra Pradesh,Guntur,293.6,0,23,5.9,12
49,1988,1,Andhra Pradesh,Guntur,378.9,0,31,4.8,16.1
49,1989,1,Andhra Pradesh,Guntur,372.1,0,25.6,4.5,20.4
49,1990,1,Andhra Pradesh,Guntur,364.979,0,27.837,6.573,18.914
49,1991,1,Andhra Pradesh,Guntur,370.321,0,21.508,4.6,15.071
49,1992,1,Andhra Pradesh,Guntur,340.799,0,19.462,2.46,22.064
49,1993,1,Andhra Pradesh,Guntur,352.955,0,19.96,3.102,23.796
49,1994,1,Andhra Pradesh,Guntur,362.861,0,14.458,4.753,22.266
49,1995,1,Andhra Pradesh,Guntur,324,0,10.272,3.865,19.153
49,1996,1,Andhra Pradesh,Guntur,358.288,0,6.965,2.721,21.28
49,1997,1,Andhra Pradesh,Guntur,368.324,0,7.04,3.736,28.414
49,1998,1,Andhra Pradesh,Guntur,392.041,0,7.554,4.204,27.735
49,1999,1,Andhra Pradesh,Guntur,371.467,0,4.647,4.037,25.012
49,2000,1,Andhra Pradesh,Guntur,368.916,0,4.574,3.165,23.926
49,2001,1,Andhra Pradesh,Guntur,381.697,0,2.647,3.155,24.089
49,2002,1,Andhra Pradesh,Guntur,224.631,0,1.938,2.937,18.63
49,2003,1,Andhra Pradesh,Guntur,195.191,0,2.607,2.928,16.662
49,2004,1,Andhra Pradesh,Guntur,302.701,0,3.404,3.354,28.57
49,2005,1,Andhra Pradesh,Guntur,388.261,0,4.488,3.21,22.809
49,2006,1,Andhra Pradesh,Guntur,373.12,0,2.295,2.96,21.144
49,2007,1,Andhra Pradesh,Guntur,365.914,0,2.7,2.333,29.747
49,2008,1,Andhra Pradesh,Guntur,393.207,0,3.099,1.075,36.983
49,2009,1,Andhra Pradesh,Guntur,362.187,0,4.316,0.922,23.565
49,2010,1,Andhra Pradesh,Guntur,401.575,0.04,4.636,1.765,40.579
49,2011,1,Andhra Pradesh,Guntur,347.309,0,7.159,1.691,66.749
49,2012,1,Andhra Pradesh,Guntur,206.842,0,9.138,1.3,50.427
49,2013,1,Andhra Pradesh,Guntur,391.917,0,7.167,0.937,66.019
49,2014,1,Andhra Pradesh,Guntur,333.738,0,6.912,1.152,79.979
49,2015,1,Andhra Pradesh,Guntur,183.451,0,5.727,0.804,50.644
49,2016,1,Andhra Pradesh,Guntur,194.303,0,6.218,0.773,62.865
49,2017,1,Andhra Pradesh,Guntur,224.202,0,5.83,0.463,61.022
49,2018,1,Andhra Pradesh,Guntur,276.815,0,3.693,0.436,68.481
49,2019,1,Andhra Pradesh,Guntur,283.666,0.001,4.487,0.34,74.856
49,2020,1,Andhra Pradesh,Guntur,295.834,0.003,5.534,0.29,60.449
50,1966,1,Andhra Pradesh,S.P.S. Nellore,239.6,0,13.9,0.1,0
50,1967,1,Andhra Pradesh,S.P.S. Nellore,221.6,0,10.2,0.3,0.1
50,1968,1,Andhra Pradesh,S.P.S. Nellore,190.4,0,4.2,0.6,0.1
50,1969,1,Andhra Pradesh,S.P.S. Nellore,202.8,0,8.8,0.4,0
50,1970,1,Andhra Pradesh,S.P.S. Nellore,186.8,0,12.4,0.3,0.6
50,1971,1,Andhra Pradesh,S.P.S. Nellore,209.5,0,10.7,0.2,1.5
50,1972,1,Andhra Pradesh,S.P.S. Nellore,215.7,0,8.2,0.2,1.8
50,1973,1,Andhra Pradesh,S.P.S. Nellore,212.6,0,15.6,0.2,3.4
50,1974,1,Andhra Pradesh,S.P.S. Nellore,217.1,0,15.7,0.2,5.8
50,1975,1,Andhra Pradesh,S.P.S. Nellore,234.2,0,8,0.1,0.8
50,1976,1,Andhra Pradesh,S.P.S. Nellore,237.5,0,6.2,0.3,2.2
50,1977,1,Andhra Pradesh,S.P.S. Nellore,226.9,0,9.9,0.5,8.4
50,1978,1,Andhra Pradesh,S.P.S. Nellore,242.1,0,13.6,0.8,4.1
50,1979,1,Andhra Pradesh,S.P.S. Nellore,253,0,14.4,0.7,1.6
50,1980,1,Andhra Pradesh,S.P.S. Nellore,220.4,0,16.3,0.8,2.8
50,1981,1,Andhra Pradesh,S.P.S. Nellore,244.9,0,14.3,2.2,4.9
50,1982,1,Andhra Pradesh,S.P.S. Nellore,220.8,0,14.7,2.1,4.6
50,1983,1,Andhra Pradesh,S.P.S. Nellore,273.5,0,20.8,3.4,2.7
50,1984,1,Andhra Pradesh,S.P.S. Nellore,224,0,27.7,2.9,7.4
50,1985,1,Andhra Pradesh,S.P.S. Nellore,241.7,0,31.3,1.9,3.5
50,1986,1,Andhra Pradesh,S.P.S. Nellore,240.1,0,36.2,2.5,2.3
50,1987,1,Andhra Pradesh,S.P.S. Nellore,240.5,0,53,3.8,3.7
50,1988,1,Andhra Pradesh,S.P.S. Nellore,282.4,0,44.9,4.2,4.8
50,1989,1,Andhra Pradesh,S.P.S. Nellore,249.2,0,38.5,6.5,2.9
50,1990,1,Andhra Pradesh,S.P.S. Nellore,274.778,0,47.98,6.079,3.222
50,1991,1,Andhra Pradesh,S.P.S. Nellore,282.372,0,52.975,9.331,6.734
50,1992,1,Andhra Pradesh,S.P.S. Nellore,252.368,0,44.017,7.86,5.183
50,1993,1,Andhra Pradesh,S.P.S. Nellore,275.524,0,44.239,10.436,5.649
50,1994,1,Andhra Pradesh,S.P.S. Nellore,259.363,0,37.383,15.568,11.159
50,1995,1,Andhra Pradesh,S.P.S. Nellore,252.321,0,31.955,13.334,8.37
50,1996,1,Andhra Pradesh,S.P.S. Nellore,278.114,0,29.954,11.044,8.851
50,1997,1,Andhra Pradesh,S.P.S. Nellore,280.771,0,24.849,10.899,11.993
50,1998,1,Andhra Pradesh,S.P.S. Nellore,281.084,0,26.303,10.723,11.454
50,1999,1,Andhra Pradesh,S.P.S. Nellore,242.322,0,18.97,11.14,8.647
50,2000,1,Andhra Pradesh,S.P.S. Nellore,239.427,0,13.183,10.726,12.309
50,2001,1,Andhra Pradesh,S.P.S. Nellore,262.442,0,10.841,11.364,12.958
50,2002,1,Andhra Pradesh,S.P.S. Nellore,234.742,0,10.485,13.481,9.919
50,2003,1,Andhra Pradesh,S.P.S. Nellore,168.172,0,14.38,10.954,13.727
50,2004,1,Andhra Pradesh,S.P.S. Nellore,219.372,0,12.603,11.383,10.859
50,2005,1,Andhra Pradesh,S.P.S. Nellore,262.614,0,14.835,15.319,6.788
50,2006,1,Andhra Pradesh,S.P.S. Nellore,287.08,0,11.174,20.549,4.392
50,2007,1,Andhra Pradesh,S.P.S. Nellore,282.301,0,13.059,17.728,4.86
50,2008,1,Andhra Pradesh,S.P.S. Nellore,306.03,0,14.528,13.445,13.158
50,2009,1,Andhra Pradesh,S.P.S. Nellore,314.071,0,11.397,10.326,10.776
50,2010,1,Andhra Pradesh,S.P.S. Nellore,329.295,0,12.408,14.454,16.976
50,2011,1,Andhra Pradesh,S.P.S. Nellore,298.308,0,13.297,17.932,27.707
50,2012,1,Andhra Pradesh,S.P.S. Nellore,269.186,0,16.535,18.181,18.581
50,2013,1,Andhra Pradesh,S.P.S. Nellore,275.71,0,17.422,13.592,18.536
50,2014,1,Andhra Pradesh,S.P.S. Nellore,279.084,0,10.237,7.187,19.476
50,2015,1,Andhra Pradesh,S.P.S. Nellore,303.722,0,12.68,3.721,13.843
